,Name,NumberOfPanels,PanelMaxPower,Size,PanelBrand,Orientation,NumberOfInverters,InverterBrand,InverterSize,Postcode,InstallationDate,Shading,Tilt,Comments
0,PVA Schwimmbad Weiher Seuzach ,364,300W,109200W,AuO BenQ SunVivo PM060MB2,South,4,SolarEdge SE27.6K,27600W,null,29/03/19,No,32.0 Degrees,
