,Month,Generated,Efficiency,Exported,FIT Credit,Low,High,Average,Comments
48,['2022-34'],['2.144MWh'],['2.805kWh/kW'],['-'],"['0,00 CHF']",['199.582kWh'],['378.862kWh'],['306.345kWh'],['22/08/22 - 28/08/22']
49,['2022-33'],['1.628MWh'],['2.130kWh/kW'],['-'],"['0,00 CHF']",['30.537kWh'],['363.709kWh'],['232.632kWh'],['15/08/22 - 21/08/22']
50,['2022-32'],['2.668MWh'],['3.491kWh/kW'],['-'],"['0,00 CHF']",['295.584kWh'],['408.333kWh'],['381.214kWh'],['08/08/22 - 14/08/22']
51,['2022-31'],['2.046MWh'],['2.676kWh/kW'],['-'],"['0,00 CHF']",['92.376kWh'],['384.873kWh'],['292.263kWh'],['01/08/22 - 07/08/22']
52,['2022-30'],['2.071MWh'],['2.709kWh/kW'],['-'],"['0,00 CHF']",['144.761kWh'],['368.192kWh'],['295.814kWh'],['25/07/22 - 31/07/22']
53,['2022-29'],['2.536MWh'],['3.317kWh/kW'],['-'],"['0,00 CHF']",['221.366kWh'],['416.672kWh'],['362.232kWh'],['18/07/22 - 24/07/22']
54,['2022-28'],['2.887MWh'],['3.776kWh/kW'],['-'],"['0,00 CHF']",['366.745kWh'],['443.193kWh'],['412.364kWh'],['11/07/22 - 17/07/22']
55,['2022-27'],['2.433MWh'],['3.183kWh/kW'],['-'],"['0,00 CHF']",['234.502kWh'],['435.318kWh'],['347.589kWh'],['04/07/22 - 10/07/22']
56,['2022-26'],['2.145MWh'],['2.806kWh/kW'],['-'],"['0,00 CHF']",['132.965kWh'],['423.707kWh'],['306.421kWh'],['27/06/22 - 03/07/22']
57,['2022-25'],['2.222MWh'],['2.906kWh/kW'],['-'],"['0,00 CHF']",['109.451kWh'],['438.818kWh'],['317.359kWh'],['20/06/22 - 26/06/22']
58,['2022-24'],['2.796MWh'],['3.658kWh/kW'],['-'],"['0,00 CHF']",['356.099kWh'],['436.254kWh'],['399.454kWh'],['13/06/22 - 19/06/22']
59,['2022-23'],['2.430MWh'],['3.179kWh/kW'],['-'],"['0,00 CHF']",['242.543kWh'],['448.686kWh'],['347.104kWh'],['06/06/22 - 12/06/22']
60,['2022-22'],['1.851MWh'],['2.422kWh/kW'],['-'],"['0,00 CHF']",['121.230kWh'],['433.997kWh'],['264.438kWh'],['30/05/22 - 05/06/22']
61,['2022-21'],['2.289MWh'],['2.994kWh/kW'],['-'],"['0,00 CHF']",['128.117kWh'],['452.027kWh'],['326.999kWh'],['23/05/22 - 29/05/22']
62,['2022-20'],['2.444MWh'],['3.197kWh/kW'],['-'],"['0,00 CHF']",['255.508kWh'],['407.049kWh'],['349.106kWh'],['16/05/22 - 22/05/22']
63,['2022-19'],['2.536MWh'],['3.318kWh/kW'],['-'],"['0,00 CHF']",['212.038kWh'],['427.395kWh'],['362.333kWh'],['09/05/22 - 15/05/22']
64,['2022-18'],['1.553MWh'],['2.032kWh/kW'],['-'],"['0,00 CHF']",['104.829kWh'],['408.999kWh'],['221.902kWh'],['02/05/22 - 08/05/22']
65,['2022-17'],['2.053MWh'],['2.686kWh/kW'],['-'],"['0,00 CHF']",['161.157kWh'],['434.980kWh'],['293.275kWh'],['25/04/22 - 01/05/22']
66,['2022-16'],['2.268MWh'],['2.967kWh/kW'],['-'],"['0,00 CHF']",['117.873kWh'],['426.773kWh'],['324.037kWh'],['18/04/22 - 24/04/22']
67,['2022-15'],['2.432MWh'],['3.182kWh/kW'],['-'],"['0,00 CHF']",['275.712kWh'],['399.463kWh'],['347.499kWh'],['11/04/22 - 17/04/22']
68,['2022-14'],['1.673MWh'],['2.188kWh/kW'],['-'],"['0,00 CHF']",['121.230kWh'],['333.847kWh'],['238.988kWh'],['04/04/22 - 10/04/22']
69,['2022-13'],['831.007kWh'],['1.087kWh/kW'],['-'],"['0,00 CHF']",['5.011kWh'],['330.250kWh'],['118.715kWh'],['28/03/22 - 03/04/22']
70,['2022-12'],['2.331MWh'],['3.049kWh/kW'],['-'],"['0,00 CHF']",['295.625kWh'],['354.760kWh'],['332.957kWh'],['21/03/22 - 27/03/22']
71,['2022-11'],['1.439MWh'],['1.883kWh/kW'],['-'],"['0,00 CHF']",['36.758kWh'],['332.175kWh'],['205.636kWh'],['14/03/22 - 20/03/22']
72,['2022-10'],['1.978MWh'],['2.588kWh/kW'],['-'],"['0,00 CHF']",['221.805kWh'],['314.686kWh'],['282.640kWh'],['07/03/22 - 13/03/22']
73,['2022-09'],['1.720MWh'],['2.250kWh/kW'],['-'],"['0,00 CHF']",['170.342kWh'],['288.105kWh'],['245.758kWh'],['28/02/22 - 06/03/22']
74,['2022-08'],['1.014MWh'],['1.326kWh/kW'],['-'],"['0,00 CHF']",['72.045kWh'],['223.760kWh'],['144.846kWh'],['21/02/22 - 27/02/22']
75,['2022-07'],['642.475kWh'],['0.841kWh/kW'],['-'],"['0,00 CHF']",['44.313kWh'],['134.895kWh'],['91.782kWh'],['14/02/22 - 20/02/22']
76,['2022-06'],['949.972kWh'],['1.243kWh/kW'],['-'],"['0,00 CHF']",['106.338kWh'],['157.975kWh'],['135.710kWh'],['07/02/22 - 13/02/22']
77,['2022-05'],['437.526kWh'],['0.572kWh/kW'],['-'],"['0,00 CHF']",['20.305kWh'],['140.557kWh'],['62.503kWh'],['31/01/22 - 06/02/22']
78,['2022-04'],['621.760kWh'],['0.813kWh/kW'],['-'],"['0,00 CHF']",['24.295kWh'],['112.719kWh'],['88.822kWh'],['24/01/22 - 30/01/22']
79,['2022-03'],['418.223kWh'],['0.547kWh/kW'],['-'],"['0,00 CHF']",['33.016kWh'],['81.265kWh'],['59.746kWh'],['17/01/22 - 23/01/22']
80,['2022-02'],['386.977kWh'],['0.506kWh/kW'],['-'],"['0,00 CHF']",['0.299kWh'],['91.180kWh'],['55.282kWh'],['10/01/22 - 16/01/22']
81,['2022-01'],['182.670kWh'],['0.279kWh/kW'],['-'],"['0,00 CHF']",['3.352kWh'],['44.839kWh'],['30.445kWh'],['04/01/22 - 09/01/22']
82,['2021-49'],['0.000kWh'],['0.000kWh/kW'],['-'],"['0,00 CHF']",['0.000kWh'],['0.000kWh'],['0.000kWh'],['06/12/21 - 06/12/21']
83,['2021-48'],['219.104kWh'],['0.287kWh/kW'],['-'],"['0,00 CHF']",['0.026kWh'],['75.378kWh'],['31.300kWh'],['29/11/21 - 05/12/21']
84,['2021-47'],['145.375kWh'],['0.190kWh/kW'],['-'],"['0,00 CHF']",['0.210kWh'],['38.925kWh'],['20.767kWh'],['22/11/21 - 28/11/21']
