,Month,Generated,Efficiency,Exported,FIT Credit,Low,High,Average,Comments
0,['2023'],['7.693MWh'],['3.454kWh/kW'],['7.693MWh'],"[""4'615,59 CHF""]",['0.009kWh'],['70.220kWh'],['29.361kWh'],['Partial Year (262 days)']
1,['2022'],['9.421MWh'],['3.070kWh/kW'],['9.421MWh'],"[""5'652,35 CHF""]",['0.210kWh'],['56.070kWh'],['26.095kWh'],['Partial Year (361 days)']
2,['2021'],['8.673MWh'],['3.130kWh/kW'],['8.673MWh'],"[""5'203,76 CHF""]",['0.000kWh'],['101.320kWh'],['26.604kWh'],['Partial Year (326 days)']
3,['2020'],['7.971MWh'],['3.105kWh/kW'],['7.971MWh'],"[""4'782,39 CHF""]",['0.110kWh'],['73.030kWh'],['26.392kWh'],['Partial Year (302 days)']
4,['2019'],['9.024MWh'],['3.086kWh/kW'],['9.024MWh'],"[""5'414,57 CHF""]",['0.080kWh'],['51.820kWh'],['26.233kWh'],['Partial Year (344 days)']
5,['2018'],['8.812MWh'],['3.005kWh/kW'],['8.812MWh'],"[""5'287,26 CHF""]",['0.010kWh'],['67.510kWh'],['25.542kWh'],['Partial Year (345 days)']
6,['2017'],['8.448MWh'],['3.021kWh/kW'],['8.448MWh'],"[""5'068,70 CHF""]",['0.010kWh'],['74.340kWh'],['25.677kWh'],['Partial Year (329 days)']
7,['2016'],['8.423MWh'],['2.976kWh/kW'],['8.423MWh'],"[""5'053,76 CHF""]",['0.190kWh'],['101.430kWh'],['25.294kWh'],['Partial Year (333 days)']
8,['2015'],['7.466MWh'],['3.267kWh/kW'],['7.466MWh'],"[""4'479,45 CHF""]",['0.000kWh'],['66.730kWh'],['27.753kWh'],['Partial Year (269 days)']
