,Month,Generated,Efficiency,Exported,FIT Credit,Low,High,Average,Comments
37,['Sep 20'],['832.294kWh'],['3.264kWh/kW'],['832.294kWh'],"['499,38 CHF']",['8.349kWh'],['41.270kWh'],['27.743kWh'],[]
38,['Aug 20'],['434.808kWh'],['3.410kWh/kW'],['434.808kWh'],"['260,88 CHF']",['4.999kWh'],['43.790kWh'],['28.987kWh'],['Partial Month (15 days)']
39,['Jul 20'],['994.435kWh'],['5.087kWh/kW'],['994.435kWh'],"['596,66 CHF']",['8.549kWh'],['66.660kWh'],['43.236kWh'],['Partial Month (23 days)']
40,['Jun 20'],['1.061MWh'],['4.160kWh/kW'],['1.061MWh'],"['636,43 CHF']",['11.379kWh'],['51.920kWh'],['35.357kWh'],[]
41,['May 20'],['1.176MWh'],['4.461kWh/kW'],['1.176MWh'],"['705,33 CHF']",['7.830kWh'],['54.620kWh'],['37.920kWh'],[]
42,['Apr 20'],['1.058MWh'],['4.151kWh/kW'],['1.058MWh'],"['635,02 CHF']",['12.920kWh'],['44.600kWh'],['35.278kWh'],[]
43,['Mar 20'],['798.488kWh'],['3.239kWh/kW'],['798.488kWh'],"['479,09 CHF']",['4.150kWh'],['36.450kWh'],['27.534kWh'],['Partial Month (29 days)']
44,['Feb 20'],['406.408kWh'],['1.649kWh/kW'],['406.408kWh'],"['243,84 CHF']",['0.110kWh'],['27.460kWh'],['14.014kWh'],[]
45,['Jan 20'],['426.467kWh'],['1.858kWh/kW'],['426.467kWh'],"['255,88 CHF']",['0.490kWh'],['73.030kWh'],['15.795kWh'],['Partial Month (27 days)']
46,['Dec 19'],['109.659kWh'],['1.173kWh/kW'],['109.659kWh'],"['65,80 CHF']",['1.290kWh'],['15.640kWh'],['9.969kWh'],['Partial Month (11 days)']
47,['Nov 19'],['303.089kWh'],['1.189kWh/kW'],['303.089kWh'],"['181,85 CHF']",['1.340kWh'],['19.760kWh'],['10.102kWh'],[]
48,['Oct 19'],['496.427kWh'],['1.884kWh/kW'],['496.427kWh'],"['297,86 CHF']",['1.909kWh'],['30.860kWh'],['16.013kWh'],[]
49,['Sep 19'],['822.900kWh'],['3.227kWh/kW'],['822.900kWh'],"['493,74 CHF']",['14.430kWh'],['38.510kWh'],['27.430kWh'],[]
50,['Aug 19'],['1.056MWh'],['4.006kWh/kW'],['1.056MWh'],"['633,42 CHF']",['4.170kWh'],['45.980kWh'],['34.055kWh'],[]
51,['Jul 19'],['1.238MWh'],['4.698kWh/kW'],['1.238MWh'],"['742,68 CHF']",['17.530kWh'],['48.430kWh'],['39.929kWh'],[]
52,['Jun 19'],['1.200MWh'],['4.704kWh/kW'],['1.200MWh'],"['719,72 CHF']",['9.820kWh'],['50.640kWh'],['39.984kWh'],[]
53,['May 19'],['1.112MWh'],['4.220kWh/kW'],['1.112MWh'],"['667,19 CHF']",['4.390kWh'],['51.820kWh'],['35.870kWh'],[]
54,['Apr 19'],['957.489kWh'],['3.755kWh/kW'],['957.489kWh'],"['574,49 CHF']",['1.250kWh'],['46.850kWh'],['31.916kWh'],[]
55,['Mar 19'],['780.699kWh'],['2.963kWh/kW'],['780.699kWh'],"['468,42 CHF']",['2.570kWh'],['39.840kWh'],['25.183kWh'],[]
56,['Feb 19'],['587.558kWh'],['2.469kWh/kW'],['587.558kWh'],"['352,53 CHF']",['1.880kWh'],['28.459kWh'],['20.984kWh'],[]
57,['Jan 19'],['361.436kWh'],['1.417kWh/kW'],['361.436kWh'],"['216,86 CHF']",['0.080kWh'],['19.630kWh'],['12.047kWh'],['Partial Month (30 days)']
58,['Dec 18'],['201.146kWh'],['0.816kWh/kW'],['201.146kWh'],"['120,69 CHF']",['0.010kWh'],['15.780kWh'],['6.936kWh'],['Partial Month (29 days)']
59,['Nov 18'],['392.165kWh'],['1.591kWh/kW'],['392.165kWh'],"['235,30 CHF']",['2.600kWh'],['20.160kWh'],['13.522kWh'],['Partial Month (29 days)']
60,['Oct 18'],['635.947kWh'],['2.413kWh/kW'],['635.947kWh'],"['381,57 CHF']",['2.190kWh'],['30.110kWh'],['20.514kWh'],[]
61,['Sep 18'],['894.457kWh'],['3.508kWh/kW'],['894.457kWh'],"['536,67 CHF']",['14.910kWh'],['38.630kWh'],['29.815kWh'],[]
62,['Aug 18'],['1.084MWh'],['4.114kWh/kW'],['1.084MWh'],"['650,44 CHF']",['7.780kWh'],['46.230kWh'],['34.969kWh'],[]
63,['Jul 18'],['1.243MWh'],['4.717kWh/kW'],['1.243MWh'],"['745,73 CHF']",['15.780kWh'],['50.440kWh'],['40.093kWh'],[]
