,Date,Generated,Efficiency,Exported,Peak Power,Peak Time,Conditions,Tempertature,Comments
40,['25/08/23'],['29.257kWh'],['2.608kWh/kW'],['-'],['5.448kW'],['2:55PM'],['Partly Cloudy'],,['Updated 00:21 UTC+2:00']
41,['24/08/23'],['46.299kWh'],['4.126kWh/kW'],['-'],['6.564kW'],['1:05PM'],['Fine'],,['Updated 00:18 UTC+2:00']
42,['23/08/23'],['47.573kWh'],['4.240kWh/kW'],['-'],['6.456kW'],['1:35PM'],['Fine'],,['Updated 00:28 UTC+2:00']
43,['22/08/23'],['45.159kWh'],['4.025kWh/kW'],['-'],['6.552kW'],['2:05PM'],['Fine'],,['Updated 00:25 UTC+2:00']
44,['21/08/23'],['48.630kWh'],['4.334kWh/kW'],['-'],['6.588kW'],['1:20PM'],['Fine'],,['Updated 00:20 UTC+2:00']
45,['20/08/23'],['49.056kWh'],['4.372kWh/kW'],['-'],['6.600kW'],['11:50AM'],['Fine'],,['Updated 00:16 UTC+2:00']
46,['19/08/23'],['48.161kWh'],['4.292kWh/kW'],['-'],['6.972kW'],['1:20PM'],['Fine'],,['Updated 00:28 UTC+2:00']
47,['18/08/23'],['50.198kWh'],['4.474kWh/kW'],['-'],['6.888kW'],['12:50PM'],['Fine'],,['Updated 00:26 UTC+2:00']
48,['17/08/23'],['34.729kWh'],['3.095kWh/kW'],['-'],['7.476kW'],['1:35PM'],['Partly Cloudy'],,['Updated 00:23 UTC+2:00']
49,['16/08/23'],['52.830kWh'],['4.709kWh/kW'],['-'],['6.912kW'],['1:50PM'],['Fine'],,['Updated 00:19 UTC+2:00']
50,['15/08/23'],['50.766kWh'],['4.525kWh/kW'],['-'],['7.656kW'],['1:10PM'],['Fine'],,['Updated 00:27 UTC+2:00']
51,['14/08/23'],['42.771kWh'],['3.812kWh/kW'],['-'],['7.092kW'],['12:40PM'],['Fine'],,['Updated 00:22 UTC+2:00']
52,['13/08/23'],['51.303kWh'],['4.572kWh/kW'],['-'],['7.008kW'],['12:50PM'],['Fine'],,['Updated 00:19 UTC+2:00']
53,['12/08/23'],['32.728kWh'],['2.917kWh/kW'],['-'],['7.872kW'],['1:20PM'],['Partly Cloudy'],,['Updated 00:15 UTC+2:00']
54,['11/08/23'],['54.445kWh'],['4.852kWh/kW'],['-'],['7.188kW'],['1:10PM'],['Fine'],,['Updated 00:27 UTC+2:00']
55,['10/08/23'],['49.388kWh'],['4.402kWh/kW'],['-'],['7.440kW'],['12:40PM'],['Fine'],,['Updated 00:24 UTC+2:00']
56,['09/08/23'],['50.105kWh'],['4.466kWh/kW'],['-'],['7.584kW'],['12:50PM'],['Fine'],,['Updated 00:21 UTC+2:00']
57,['08/08/23'],['47.986kWh'],['4.277kWh/kW'],['-'],['7.944kW'],['12:50PM'],['Fine'],,['Updated 00:16 UTC+2:00']
58,['07/08/23'],['46.752kWh'],['4.167kWh/kW'],['-'],['7.908kW'],['2:20PM'],['Fine'],,['Updated 00:27 UTC+2:00']
59,['06/08/23'],['37.064kWh'],['3.303kWh/kW'],['-'],['7.836kW'],['1:10PM'],['Partly Cloudy'],,['Updated 00:23 UTC+2:00']
60,['05/08/23'],['44.751kWh'],['3.989kWh/kW'],['-'],['8.268kW'],['12:35PM'],['Fine'],,['Updated 00:20 UTC+2:00']
61,['04/08/23'],['28.980kWh'],['2.583kWh/kW'],['-'],['8.664kW'],['11:50AM'],['Partly Cloudy'],,['Updated 00:17 UTC+2:00']
62,['03/08/23'],['60.265kWh'],['5.371kWh/kW'],['-'],['8.472kW'],['12:05PM'],['Fine'],,['Updated 00:28 UTC+2:00']
63,['02/08/23'],['53.587kWh'],['4.776kWh/kW'],['-'],['7.848kW'],['1:05PM'],['Fine'],,['Updated 00:24 UTC+2:00']
64,['01/08/23'],['20.503kWh'],['1.827kWh/kW'],['-'],['5.388kW'],['1:10PM'],['Mostly Cloudy'],,['Updated 00:22 UTC+2:00']
65,['31/07/23'],['59.173kWh'],['5.274kWh/kW'],['-'],['7.800kW'],['12:55PM'],['Fine'],,['Updated 00:18 UTC+2:00']
66,['30/07/23'],['52.837kWh'],['4.709kWh/kW'],['-'],['8.172kW'],['1:35PM'],['Fine'],,['Updated 00:29 UTC+2:00']
67,['29/07/23'],['26.801kWh'],['2.389kWh/kW'],['-'],['6.144kW'],['11:35AM'],['Mostly Cloudy'],,['Updated 00:25 UTC+2:00']
68,['28/07/23'],['46.166kWh'],['4.115kWh/kW'],['-'],['7.644kW'],['3:20PM'],['Fine'],,['Updated 00:21 UTC+2:00']
69,['27/07/23'],['54.745kWh'],['4.879kWh/kW'],['-'],['8.676kW'],['1:50PM'],['Fine'],,['Updated 00:16 UTC+2:00']
70,['26/07/23'],['37.952kWh'],['3.383kWh/kW'],['-'],['6.336kW'],['2:50PM'],['Partly Cloudy'],,['Updated 00:25 UTC+2:00']
71,['25/07/23'],['34.361kWh'],['3.062kWh/kW'],['-'],['6.732kW'],['3:35PM'],['Partly Cloudy'],,['Updated 02:14 UTC+2:00']
72,['24/07/23'],['33.525kWh'],['2.988kWh/kW'],['-'],['8.028kW'],['1:25PM'],['Partly Cloudy'],,['Updated 03:34 UTC+2:00']
73,['23/07/23'],['56.960kWh'],['5.077kWh/kW'],['-'],['7.908kW'],['1:20PM'],['Fine'],,['Updated 00:22 UTC+2:00']
74,['22/07/23'],['62.090kWh'],['5.534kWh/kW'],['-'],['7.944kW'],['12:50PM'],['Fine'],,['Updated 00:17 UTC+2:00']
75,['21/07/23'],['39.747kWh'],['3.543kWh/kW'],['-'],['7.848kW'],['2:25PM'],['Partly Cloudy'],,['Updated 00:28 UTC+2:00']
76,['20/07/23'],['60.698kWh'],['5.410kWh/kW'],['-'],['7.776kW'],['1:20PM'],['Fine'],,['Updated 00:25 UTC+2:00']
77,['19/07/23'],['54.292kWh'],['4.839kWh/kW'],['-'],['8.268kW'],['1:35PM'],['Fine'],,['Updated 00:21 UTC+2:00']
78,['18/07/23'],['42.541kWh'],['3.792kWh/kW'],['-'],['6.996kW'],['12:55PM'],['Partly Cloudy'],,['Updated 00:18 UTC+2:00']
79,['17/07/23'],['53.571kWh'],['4.775kWh/kW'],['-'],['8.100kW'],['1:55PM'],['Fine'],,['Updated 00:28 UTC+2:00']
80,['16/07/23'],['43.806kWh'],['3.904kWh/kW'],['-'],['6.660kW'],['11:40AM'],['Partly Cloudy'],,['Updated 00:26 UTC+2:00']
81,['15/07/23'],['55.134kWh'],['4.914kWh/kW'],['-'],['7.464kW'],['12:35PM'],['Fine'],,['Updated 00:22 UTC+2:00']
82,['14/07/23'],['62.636kWh'],['5.583kWh/kW'],['-'],['7.656kW'],['12:55PM'],['Fine'],,['Updated 00:19 UTC+2:00']
83,['13/07/23'],['43.656kWh'],['3.891kWh/kW'],['-'],['8.268kW'],['2:10PM'],['Partly Cloudy'],,['Updated 00:29 UTC+2:00']
84,['12/07/23'],['30.566kWh'],['2.724kWh/kW'],['-'],['7.836kW'],['1:55PM'],['Partly Cloudy'],,['Updated 00:27 UTC+2:00']
85,['11/07/23'],['58.277kWh'],['5.194kWh/kW'],['-'],['7.488kW'],['1:05PM'],['Fine'],,['Updated 00:24 UTC+2:00']
86,['10/07/23'],['58.518kWh'],['5.216kWh/kW'],['-'],['7.140kW'],['1:05PM'],['Fine'],,['Updated 00:21 UTC+2:00']
87,['09/07/23'],['55.765kWh'],['4.970kWh/kW'],['-'],['7.368kW'],['1:05PM'],['Fine'],,['Updated 00:18 UTC+2:00']
88,['08/07/23'],['52.212kWh'],['4.653kWh/kW'],['-'],['7.740kW'],['12:50PM'],['Fine'],,['Updated 00:15 UTC+2:00']
89,['07/07/23'],['60.192kWh'],['5.365kWh/kW'],['-'],['7.704kW'],['1:50PM'],['Fine'],,['Updated 00:28 UTC+2:00']
90,['06/07/23'],['56.251kWh'],['5.013kWh/kW'],['-'],['8.088kW'],['1:50PM'],['Fine'],,['Updated 00:25 UTC+2:00']
91,['05/07/23'],['33.913kWh'],['3.023kWh/kW'],['-'],['6.576kW'],['12:50PM'],['Partly Cloudy'],,['Updated 00:21 UTC+2:00']
92,['04/07/23'],['54.300kWh'],['4.840kWh/kW'],['-'],['8.112kW'],['2:50PM'],['Fine'],,['Updated 00:18 UTC+2:00']
93,['03/07/23'],['57.276kWh'],['5.105kWh/kW'],['-'],['8.568kW'],['11:05AM'],['Fine'],,['Updated 00:26 UTC+2:00']
94,['02/07/23'],['44.823kWh'],['3.995kWh/kW'],['-'],['7.932kW'],['10:50AM'],['Fine'],,['Updated 00:19 UTC+2:00']
95,['01/07/23'],['47.708kWh'],['4.252kWh/kW'],['-'],['7.332kW'],['10:35AM'],['Fine'],,['Updated 00:15 UTC+2:00']
96,['30/06/23'],['20.977kWh'],['1.870kWh/kW'],['-'],['4.992kW'],['12:05PM'],['Mostly Cloudy'],,['Updated 00:26 UTC+2:00']
97,['29/06/23'],['50.966kWh'],['4.542kWh/kW'],['-'],['7.188kW'],['11:50AM'],['Fine'],,['Updated 00:23 UTC+2:00']
98,['28/06/23'],['63.406kWh'],['5.651kWh/kW'],['-'],['7.728kW'],['1:20PM'],['Fine'],,['Updated 00:19 UTC+2:00']
99,['27/06/23'],['60.537kWh'],['5.395kWh/kW'],['-'],['7.356kW'],['1:05PM'],['Fine'],,['Updated 00:16 UTC+2:00']
100,['26/06/23'],['55.072kWh'],['4.908kWh/kW'],['-'],['7.728kW'],['12:25PM'],['Fine'],,['Updated 00:27 UTC+2:00']
101,['25/06/23'],['64.546kWh'],['5.753kWh/kW'],['-'],['7.800kW'],['1:05PM'],['Fine'],,['Updated 00:23 UTC+2:00']
102,['24/06/23'],['67.604kWh'],['6.025kWh/kW'],['-'],['8.208kW'],['1:10PM'],['Fine'],,['Updated 00:20 UTC+2:00']
103,['23/06/23'],['31.173kWh'],['2.778kWh/kW'],['-'],['6.696kW'],['3:25PM'],['Partly Cloudy'],,['Updated 00:17 UTC+2:00']
104,['22/06/23'],['24.322kWh'],['2.168kWh/kW'],['-'],['5.568kW'],['3:25PM'],['Mostly Cloudy'],,['Updated 00:29 UTC+2:00']
105,['21/06/23'],['42.538kWh'],['3.791kWh/kW'],['-'],['7.200kW'],['12:20PM'],['Partly Cloudy'],,['Updated 00:25 UTC+2:00']
106,['20/06/23'],['55.089kWh'],['4.910kWh/kW'],['-'],['7.704kW'],['2:10PM'],['Fine'],,['Updated 00:22 UTC+2:00']
107,['19/06/23'],['50.772kWh'],['4.525kWh/kW'],['-'],['7.668kW'],['2:20PM'],['Fine'],,['Updated 00:19 UTC+2:00']
108,['18/06/23'],['50.269kWh'],['4.480kWh/kW'],['-'],['7.776kW'],['1:50PM'],['Fine'],,['Updated 00:16 UTC+2:00']
109,['17/06/23'],['63.135kWh'],['5.627kWh/kW'],['-'],['7.752kW'],['1:05PM'],['Fine'],,['Updated 00:27 UTC+2:00']
110,['16/06/23'],['60.790kWh'],['5.418kWh/kW'],['-'],['7.980kW'],['2:35PM'],['Fine'],,['Updated 00:24 UTC+2:00']
111,['15/06/23'],['63.654kWh'],['5.673kWh/kW'],['-'],['8.400kW'],['1:10PM'],['Fine'],,['Updated 00:21 UTC+2:00']
112,['14/06/23'],['68.076kWh'],['6.067kWh/kW'],['-'],['8.124kW'],['1:05PM'],['Fine'],,['Updated 00:15 UTC+2:00']
113,['13/06/23'],['63.868kWh'],['5.692kWh/kW'],['-'],['7.980kW'],['1:20PM'],['Fine'],,['Updated 00:27 UTC+2:00']
114,['12/06/23'],['63.515kWh'],['5.661kWh/kW'],['-'],['7.920kW'],['1:05PM'],['Fine'],,['Updated 00:22 UTC+2:00']
115,['11/06/23'],['65.653kWh'],['5.851kWh/kW'],['-'],['8.340kW'],['1:05PM'],['Fine'],,['Updated 00:20 UTC+2:00']
116,['10/06/23'],['48.134kWh'],['4.290kWh/kW'],['-'],['8.808kW'],['2:35PM'],['Fine'],,['Updated 00:17 UTC+2:00']
117,['09/06/23'],['51.047kWh'],['4.550kWh/kW'],['-'],['7.716kW'],['1:55PM'],['Fine'],,['Updated 00:29 UTC+2:00']
118,['08/06/23'],['56.280kWh'],['5.016kWh/kW'],['-'],['8.364kW'],['12:35PM'],['Fine'],,['Updated 00:26 UTC+2:00']
119,['07/06/23'],['63.734kWh'],['5.680kWh/kW'],['-'],['7.848kW'],['1:05PM'],['Fine'],,['Updated 00:22 UTC+2:00']
120,['06/06/23'],['65.043kWh'],['5.797kWh/kW'],['-'],['8.040kW'],['1:05PM'],['Fine'],,['Updated 00:17 UTC+2:00']
121,['05/06/23'],['67.187kWh'],['5.988kWh/kW'],['-'],['8.112kW'],['1:05PM'],['Fine'],,['Updated 00:28 UTC+2:00']
122,['04/06/23'],['56.987kWh'],['5.079kWh/kW'],['-'],['9.048kW'],['1:35PM'],['Fine'],,['Updated 00:26 UTC+2:00']
123,['03/06/23'],['58.382kWh'],['5.203kWh/kW'],['-'],['7.824kW'],['1:20PM'],['Fine'],,['Updated 00:24 UTC+2:00']
124,['02/06/23'],['65.904kWh'],['5.874kWh/kW'],['-'],['8.100kW'],['1:20PM'],['Fine'],,['Updated 00:21 UTC+2:00']
125,['01/06/23'],['61.487kWh'],['5.480kWh/kW'],['-'],['7.944kW'],['12:05PM'],['Fine'],,['Updated 00:17 UTC+2:00']
126,['31/05/23'],['49.380kWh'],['4.401kWh/kW'],['-'],['7.944kW'],['1:05PM'],['Fine'],,['Updated 00:27 UTC+2:00']
127,['30/05/23'],['52.143kWh'],['4.647kWh/kW'],['-'],['8.016kW'],['12:35PM'],['Fine'],,['Updated 00:21 UTC+2:00']
128,['29/05/23'],['66.772kWh'],['5.951kWh/kW'],['-'],['8.220kW'],['12:50PM'],['Fine'],,['Updated 00:18 UTC+2:00']
129,['28/05/23'],['64.674kWh'],['5.764kWh/kW'],['-'],['7.872kW'],['1:25PM'],['Fine'],,['Updated 00:25 UTC+2:00']
130,['27/05/23'],['65.482kWh'],['5.836kWh/kW'],['-'],['7.992kW'],['1:10PM'],['Fine'],,['Updated 00:23 UTC+2:00']
131,['26/05/23'],['60.912kWh'],['5.429kWh/kW'],['-'],['8.196kW'],['1:35PM'],['Fine'],,['Updated 00:21 UTC+2:00']
132,['25/05/23'],['48.531kWh'],['4.325kWh/kW'],['-'],['8.136kW'],['1:50PM'],['Fine'],,['Updated 00:17 UTC+2:00']
133,['24/05/23'],['26.354kWh'],['2.349kWh/kW'],['-'],['5.856kW'],['2:20PM'],['Mostly Cloudy'],,['Updated 00:28 UTC+2:00']
134,['23/05/23'],['62.330kWh'],['5.555kWh/kW'],['-'],['8.316kW'],['12:55PM'],['Fine'],,['Updated 00:16 UTC+2:00']
135,['22/05/23'],['62.976kWh'],['5.613kWh/kW'],['-'],['8.388kW'],['1:35PM'],['Fine'],,['Updated 00:23 UTC+2:00']
136,['21/05/23'],['59.099kWh'],['5.267kWh/kW'],['-'],['8.100kW'],['1:10PM'],['Fine'],,['Updated 00:17 UTC+2:00']
137,['20/05/23'],['26.033kWh'],['2.320kWh/kW'],['-'],['3.540kW'],['11:50AM'],['Mostly Cloudy'],,['Updated 00:25 UTC+2:00']
138,['19/05/23'],['51.813kWh'],['4.618kWh/kW'],['-'],['9.492kW'],['12:20PM'],['Fine'],,['Updated 00:23 UTC+2:00']
139,['18/05/23'],['45.405kWh'],['4.047kWh/kW'],['-'],['8.184kW'],['1:35PM'],['Fine'],,['Updated 00:19 UTC+2:00']
140,['17/05/23'],['34.028kWh'],['3.033kWh/kW'],['-'],['5.892kW'],['2:50PM'],['Partly Cloudy'],,['Updated 00:16 UTC+2:00']
141,['16/05/23'],['15.853kWh'],['1.413kWh/kW'],['-'],['4.812kW'],['11:25AM'],['Cloudy'],,['Updated 00:27 UTC+2:00']
142,['15/05/23'],['35.864kWh'],['3.196kWh/kW'],['-'],['8.436kW'],['12:55PM'],['Partly Cloudy'],,['Updated 00:24 UTC+2:00']
143,['14/05/23'],['37.390kWh'],['3.332kWh/kW'],['-'],['8.748kW'],['12:10PM'],['Partly Cloudy'],,['Updated 00:20 UTC+2:00']
144,['13/05/23'],['31.534kWh'],['2.811kWh/kW'],['-'],['9.180kW'],['12:25PM'],['Partly Cloudy'],,['Updated 00:15 UTC+2:00']
145,['12/05/23'],['34.755kWh'],['3.098kWh/kW'],['-'],['7.776kW'],['2:50PM'],['Partly Cloudy'],,['Updated 00:26 UTC+2:00']
146,['11/05/23'],['39.204kWh'],['3.494kWh/kW'],['-'],['9.060kW'],['2:35PM'],['Partly Cloudy'],,['Updated 00:21 UTC+2:00']
147,['10/05/23'],['34.080kWh'],['3.037kWh/kW'],['-'],['9.240kW'],['1:10PM'],['Partly Cloudy'],,['Updated 00:25 UTC+2:00']
148,['09/05/23'],['30.526kWh'],['2.721kWh/kW'],['-'],['5.856kW'],['10:05AM'],['Partly Cloudy'],,['Updated 00:22 UTC+2:00']
149,['08/05/23'],['34.521kWh'],['3.077kWh/kW'],['-'],['7.320kW'],['10:35AM'],['Partly Cloudy'],,['Updated 00:18 UTC+2:00']
