,Name,NumberOfPanels,PanelMaxPower,Size,PanelBrand,Orientation,NumberOfInverters,InverterBrand,InverterSize,Postcode,InstallationDate,Shading,Tilt,Comments
0,Villaz-St-Pierre ,34,330W,11220W,Bisol,East West,1,Solaredge 10K,10000W,null,23/10/15,No,10.0 Degrees,
