,Name,NumberOfPanels,PanelMaxPower,Size,PanelBrand,Orientation,NumberOfInverters,InverterBrand,InverterSize,Postcode,InstallationDate,Shading,Tilt,Comments
0,Seuzach Landstrasse ,48,270W,12960W,270,North East,1,SolarEdge,13500W,null,19/11/14,Medium,30.0 Degrees,
