,country,name,sid,id
0,greece,NerT,61964,69718
1,greece,Mcalona,61962,69716
2,greece,Aigio,27296,29808
3,greece,KOS Energy,18382,12932
4,greece,Oropos - Paralia Markopoulou,18226,20370
5,greece,10KWh,88178,63213
6,greece,Mcalona,61962,69716
7,greece,Aigio,27296,29808
