,Month,Generated,Efficiency,Exported,FIT Credit,Low,High,Average,Comments
0,['2023'],['35.196MWh'],['2.936kWh/kW'],['-'],"['0,00 CHF']",['0.000kWh'],['258.635kWh'],['130.357kWh'],['Partial Year (270 days)']
1,['2022'],['43.892MWh'],['2.849kWh/kW'],['-'],"['0,00 CHF']",['0.000kWh'],['301.383kWh'],['126.488kWh'],['Partial Year (347 days)']
2,['2021'],['42.923MWh'],['2.649kWh/kW'],['-'],"['0,00 CHF']",['0.000kWh'],['317.119kWh'],['117.596kWh'],[]
3,['2020'],['37.607MWh'],['2.891kWh/kW'],['-'],"['0,00 CHF']",['0.000kWh'],['307.760kWh'],['128.352kWh'],['Partial Year (293 days)']
