,Month,Generated,Efficiency,Exported,FIT Credit,Low,High,Average,Comments
0,['2023'],['42.104MWh'],['2.339kWh/kW'],['-'],"['0,00 CHF']",['2.271kWh'],['317.457kWh'],['152.001kWh'],['Partial Year (277 days)']
1,['2022'],['56.237MWh'],['2.370kWh/kW'],['-'],"['0,00 CHF']",['0.000kWh'],['374.637kWh'],['154.073kWh'],[]
2,['2021'],['46.299MWh'],['1.957kWh/kW'],['-'],"['0,00 CHF']",['0.000kWh'],['342.342kWh'],['127.196kWh'],['Partial Year (364 days)']
3,['2020'],['44.123MWh'],['1.855kWh/kW'],['-'],"['0,00 CHF']",['0.000kWh'],['302.895kWh'],['120.553kWh'],[]
4,['2019'],['45.655MWh'],['1.924kWh/kW'],['-'],"['0,00 CHF']",['0.000kWh'],['324.093kWh'],['125.082kWh'],[]
5,['2018'],['45.639MWh'],['1.924kWh/kW'],['-'],"['0,00 CHF']",['0.000kWh'],['304.797kWh'],['125.038kWh'],[]
6,['2017'],['46.400MWh'],['2.034kWh/kW'],['-'],"['0,00 CHF']",['0.000kWh'],['349.472kWh'],['132.194kWh'],['Partial Year (351 days)']
7,['2016'],['41.071MWh'],['1.726kWh/kW'],['-'],"['0,00 CHF']",['0.000kWh'],['290.832kWh'],['112.214kWh'],[]
8,['2015'],['43.230MWh'],['2.127kWh/kW'],['-'],"['0,00 CHF']",['1.231kWh'],['358.049kWh'],['131.399kWh'],['Partial Year (329 days)']
