,Name,NumberOfPanels,PanelMaxPower,Size,PanelBrand,Orientation,NumberOfInverters,InverterBrand,InverterSize,Postcode,InstallationDate,Shading,Tilt,Comments
0,SE15K Winterthur ,27,335W,16415W,Trina Solar TSM-335 DE06M,East,1,SolarEdge SE15K,15000W,null,14/11/19,Low,5.0 Degrees,Different orientations (east/south/west)
