,Name,NumberOfPanels,PanelMaxPower,Size,PanelBrand,Orientation,NumberOfInverters,InverterBrand,InverterSize,Postcode,InstallationDate,Shading,Tilt,Comments
0,white_dove ,28,250W,12000W,JuarWatt 250Wp,East West,1,SolarEdge SE10K,10000W,null,11/04/14,No,45.0 Degrees,
