,Month,Generated,Efficiency,Exported,FIT Credit,Low,High,Average,Comments
40,['Oct 18'],['595.384kWh'],['1.872kWh/kW'],['-'],"['0,00 CHF']",['2.020kWh'],['29.784kWh'],['19.205kWh'],[]
41,['Sep 18'],['713.853kWh'],['2.319kWh/kW'],['-'],"['0,00 CHF']",['1.568kWh'],['39.048kWh'],['23.795kWh'],[]
42,['Aug 18'],['1.207MWh'],['3.920kWh/kW'],['-'],"['0,00 CHF']",['9.356kWh'],['52.416kWh'],['40.219kWh'],['Partial Month (30 days)']
43,['Jul 18'],['1.416MWh'],['4.452kWh/kW'],['-'],"['0,00 CHF']",['8.081kWh'],['60.107kWh'],['45.675kWh'],[]
44,['Jun 18'],['1.353MWh'],['4.397kWh/kW'],['-'],"['0,00 CHF']",['11.881kWh'],['62.020kWh'],['45.109kWh'],[]
45,['May 18'],['1.233MWh'],['3.876kWh/kW'],['-'],"['0,00 CHF']",['9.587kWh'],['59.333kWh'],['39.764kWh'],[]
46,['Apr 18'],['1.289MWh'],['4.188kWh/kW'],['-'],"['0,00 CHF']",['18.227kWh'],['56.996kWh'],['42.966kWh'],[]
47,['Mar 18'],['427.633kWh'],['1.389kWh/kW'],['-'],"['0,00 CHF']",['0.014kWh'],['31.811kWh'],['14.254kWh'],['Partial Month (30 days)']
48,['Feb 18'],['257.083kWh'],['0.895kWh/kW'],['-'],"['0,00 CHF']",['0.836kWh'],['26.152kWh'],['9.181kWh'],[]
49,['Jan 18'],['167.869kWh'],['0.528kWh/kW'],['-'],"['0,00 CHF']",['1.219kWh'],['14.946kWh'],['5.415kWh'],[]
50,['Dec 17'],['67.533kWh'],['0.329kWh/kW'],['-'],"['0,00 CHF']",['0.042kWh'],['9.900kWh'],['3.376kWh'],['Partial Month (20 days)']
51,['Nov 17'],['251.133kWh'],['0.816kWh/kW'],['-'],"['0,00 CHF']",['0.789kWh'],['22.378kWh'],['8.371kWh'],[]
