,Date,Generated,Efficiency,Exported,Peak Power,Peak Time,Conditions,Tempertature,Comments
91,['28/10/21'],['6.101kWh'],['0.595kWh/kW'],['-'],['1.684kW'],['2:50PM'],['Cloudy'],,['Updated 18:15 UTC+2:00']
92,['27/10/21'],['6.023kWh'],['0.587kWh/kW'],['-'],['1.829kW'],['2:20PM'],['Cloudy'],,['Updated 18:20 UTC+2:00']
93,['26/10/21'],['8.770kWh'],['0.855kWh/kW'],['-'],['2.835kW'],['1:10PM'],['Mostly Cloudy'],,['Updated 18:20 UTC+2:00']
94,['25/10/21'],['11.455kWh'],['1.116kWh/kW'],['-'],['2.019kW'],['1:50PM'],['Partly Cloudy'],,['Updated 18:20 UTC+2:00']
95,['24/10/21'],['12.276kWh'],['1.196kWh/kW'],['-'],['2.141kW'],['1:45PM'],['Partly Cloudy'],,['Updated 18:25 UTC+2:00']
96,['23/10/21'],['12.684kWh'],['1.236kWh/kW'],['-'],['2.248kW'],['12:45PM'],['Partly Cloudy'],,['Updated 18:25 UTC+2:00']
97,['22/10/21'],['6.697kWh'],['0.653kWh/kW'],['-'],['2.291kW'],['3:15PM'],['Cloudy'],,['Updated 18:30 UTC+2:00']
98,['21/10/21'],['11.117kWh'],['1.084kWh/kW'],['-'],['2.793kW'],['2:50PM'],['Partly Cloudy'],,['Updated 18:30 UTC+2:00']
99,['20/10/21'],['8.797kWh'],['0.857kWh/kW'],['-'],['2.248kW'],['12:35PM'],['Mostly Cloudy'],,['Updated 18:25 UTC+2:00']
100,['19/10/21'],['9.520kWh'],['0.928kWh/kW'],['-'],['2.871kW'],['1:50PM'],['Mostly Cloudy'],,['Updated 18:35 UTC+2:00']
101,['18/10/21'],['12.509kWh'],['1.219kWh/kW'],['-'],['2.185kW'],['1:50PM'],['Partly Cloudy'],,['Updated 18:30 UTC+2:00']
102,['17/10/21'],['11.748kWh'],['1.145kWh/kW'],['-'],['2.852kW'],['12:45PM'],['Partly Cloudy'],,['Updated 18:35 UTC+2:00']
103,['16/10/21'],['12.937kWh'],['1.261kWh/kW'],['-'],['2.265kW'],['1:55PM'],['Partly Cloudy'],,['Updated 18:35 UTC+2:00']
104,['15/10/21'],['12.539kWh'],['1.222kWh/kW'],['-'],['2.755kW'],['12:20PM'],['Partly Cloudy'],,['Updated 18:40 UTC+2:00']
105,['14/10/21'],['14.012kWh'],['1.366kWh/kW'],['-'],['2.380kW'],['12:30PM'],['Partly Cloudy'],,['Updated 18:45 UTC+2:00']
106,['13/10/21'],['12.504kWh'],['1.219kWh/kW'],['-'],['2.887kW'],['2:15PM'],['Partly Cloudy'],,['Updated 18:45 UTC+2:00']
107,['12/10/21'],['8.406kWh'],['0.819kWh/kW'],['-'],['2.347kW'],['11:25AM'],['Mostly Cloudy'],,['Updated 18:45 UTC+2:00']
108,['11/10/21'],['11.366kWh'],['1.108kWh/kW'],['-'],['2.433kW'],['12:50PM'],['Partly Cloudy'],,['Updated 18:55 UTC+2:00']
109,['10/10/21'],['13.232kWh'],['1.290kWh/kW'],['-'],['2.676kW'],['1:20PM'],['Partly Cloudy'],,['Updated 18:50 UTC+2:00']
110,['09/10/21'],['7.583kWh'],['0.739kWh/kW'],['-'],['2.767kW'],['1:30PM'],['Mostly Cloudy'],,['Updated 18:50 UTC+2:00']
111,['08/10/21'],['5.598kWh'],['0.546kWh/kW'],['-'],['2.554kW'],['2:55PM'],['Cloudy'],,['Updated 18:45 UTC+2:00']
112,['07/10/21'],['12.836kWh'],['1.251kWh/kW'],['-'],['3.618kW'],['12:15PM'],['Partly Cloudy'],,['Updated 18:50 UTC+2:00']
113,['06/10/21'],['5.621kWh'],['0.548kWh/kW'],['-'],['3.747kW'],['2:25PM'],['Cloudy'],,['Updated 18:50 UTC+2:00']
114,['05/10/21'],['8.961kWh'],['0.873kWh/kW'],['-'],['3.358kW'],['1:35PM'],['Mostly Cloudy'],,['Updated 18:55 UTC+2:00']
115,['04/10/21'],['5.441kWh'],['0.530kWh/kW'],['-'],['1.282kW'],['1:10PM'],['Cloudy'],,['Updated 18:50 UTC+2:00']
116,['03/10/21'],['6.205kWh'],['0.605kWh/kW'],['-'],['1.781kW'],['11:40AM'],['Cloudy'],,['Updated 18:25 UTC+2:00']
117,['02/10/21'],['14.410kWh'],['1.404kWh/kW'],['-'],['2.781kW'],['12:05PM'],['Partly Cloudy'],,['Updated 18:00 UTC+2:00']
118,['01/10/21'],['16.350kWh'],['1.594kWh/kW'],['-'],['2.582kW'],['12:35PM'],['Fine'],,['Updated 19:00 UTC+2:00']
119,['30/09/21'],['16.959kWh'],['1.653kWh/kW'],['-'],['2.720kW'],['1:00PM'],['Mostly Cloudy'],,['Updated 19:10 UTC+2:00']
120,['29/09/21'],['15.730kWh'],['1.533kWh/kW'],['-'],['3.381kW'],['12:30PM'],['Mostly Cloudy'],,['Updated 19:05 UTC+2:00']
121,['28/09/21'],['23.288kWh'],['2.270kWh/kW'],['-'],['5.198kW'],['12:20PM'],['Partly Cloudy'],,['Updated 19:15 UTC+2:00']
122,['27/09/21'],['24.275kWh'],['2.366kWh/kW'],['-'],['4.313kW'],['12:20PM'],['Partly Cloudy'],,['Updated 19:10 UTC+2:00']
123,['26/09/21'],['13.781kWh'],['1.343kWh/kW'],['-'],['3.360kW'],['2:45PM'],['Mostly Cloudy'],,['Updated 19:20 UTC+2:00']
124,['25/09/21'],['26.087kWh'],['2.543kWh/kW'],['-'],['4.968kW'],['11:40AM'],['Fine'],,['Updated 19:10 UTC+2:00']
125,['24/09/21'],['24.563kWh'],['2.394kWh/kW'],['-'],['3.654kW'],['12:30PM'],['Partly Cloudy'],,['Updated 19:20 UTC+2:00']
126,['23/09/21'],['27.699kWh'],['2.700kWh/kW'],['-'],['5.428kW'],['12:40PM'],['Fine'],,['Updated 19:25 UTC+2:00']
