,Month,Generated,Efficiency,Exported,FIT Credit,Low,High,Average,Comments
111,['Jul 14'],['924.311kWh'],['3.439kWh/kW'],['-'],"['0,00 CHF']",['6.678kWh'],['54.009kWh'],['29.816kWh'],[]
112,['Jun 14'],['1.279MWh'],['4.918kWh/kW'],['-'],"['0,00 CHF']",['5.957kWh'],['54.146kWh'],['42.635kWh'],[]
113,['May 14'],['1.037MWh'],['3.858kWh/kW'],['-'],"['0,00 CHF']",['5.936kWh'],['54.086kWh'],['33.451kWh'],[]
114,['Apr 14'],['969.485kWh'],['3.727kWh/kW'],['-'],"['0,00 CHF']",['5.105kWh'],['53.680kWh'],['32.316kWh'],[]
115,['Mar 14'],['987.256kWh'],['3.673kWh/kW'],['-'],"['0,00 CHF']",['2.331kWh'],['47.916kWh'],['31.846kWh'],[]
116,['Feb 14'],['546.255kWh'],['2.250kWh/kW'],['-'],"['0,00 CHF']",['3.275kWh'],['38.117kWh'],['19.509kWh'],[]
117,['Jan 14'],['273.087kWh'],['1.016kWh/kW'],['-'],"['0,00 CHF']",['0.065kWh'],['28.306kWh'],['8.809kWh'],[]
118,['Dec 13'],['385.512kWh'],['1.434kWh/kW'],['-'],"['0,00 CHF']",['0.803kWh'],['25.474kWh'],['12.435kWh'],[]
119,['Nov 13'],['294.440kWh'],['1.132kWh/kW'],['-'],"['0,00 CHF']",['0.958kWh'],['27.068kWh'],['9.814kWh'],[]
120,['Oct 13'],['547.328kWh'],['2.036kWh/kW'],['-'],"['0,00 CHF']",['1.557kWh'],['35.329kWh'],['17.655kWh'],[]
121,['Sep 13'],['743.855kWh'],['2.860kWh/kW'],['-'],"['0,00 CHF']",['2.888kWh'],['46.678kWh'],['24.795kWh'],[]
122,['Aug 13'],['1.096MWh'],['4.078kWh/kW'],['-'],"['0,00 CHF']",['3.914kWh'],['50.286kWh'],['35.359kWh'],[]
123,['Jul 13'],['1.318MWh'],['4.906kWh/kW'],['229.826kWh'],"['137,90 CHF']",['8.513kWh'],['52.647kWh'],['42.531kWh'],[]
124,['Jun 13'],['298.073kWh'],['2.865kWh/kW'],['-'],"['0,00 CHF']",['8.448kWh'],['48.592kWh'],['24.839kWh'],['Partial Month (12 days)']
