,Name,NumberOfPanels,PanelMaxPower,Size,PanelBrand,Orientation,NumberOfInverters,InverterBrand,InverterSize,Postcode,InstallationDate,Shading,Tilt,Comments
0,MyPVMar ,34,255W,8670W,MPE 255 MS 96N/A,South East,1,Energy Monitor,8000W,null,19/06/13,Medium,40.0 Degrees,
