,Name,NumberOfPanels,PanelMaxPower,Size,PanelBrand,Orientation,NumberOfInverters,InverterBrand,InverterSize,Postcode,InstallationDate,Shading,Tilt,Comments
0,StreckerPower ,49,190W,9310W,Suntech STP-190,South,1,Kostal Pico 8.3,8600W,null,01/06/11,No,35.0 Degrees,
