,Name,NumberOfPanels,PanelMaxPower,Size,PanelBrand,Orientation,NumberOfInverters,InverterBrand,InverterSize,Postcode,InstallationDate,Shading,Tilt,Comments
0,Solar Consult ,44,300W,13200W,Eurener Turbo 300,South West,44,Enphase M250,250W,null,16/08/18,Low,25.0 Degrees,
