,Name,NumberOfPanels,PanelMaxPower,Size,PanelBrand,Orientation,NumberOfInverters,InverterBrand,InverterSize,Postcode,InstallationDate,Shading,Tilt,Comments
0,SH Bühlmatt - Udligenswil ,126,310W,39060W,Longi LR6-60PE-310M,South East,2,Fronius Symo 15.0-3-M,15000W,null,31/07/19,No,1.0 Degrees,
