,Name,NumberOfPanels,PanelMaxPower,Size,PanelBrand,Orientation,NumberOfInverters,InverterBrand,InverterSize,Postcode,InstallationDate,Shading,Tilt,Comments
0,Penthalaz ,176,200W,35200W,Solar-Fabrik,East West,7,SolarMax,28000W,null,21/12/12,Medium,35.0 Degrees,
