,Name,NumberOfPanels,PanelMaxPower,Size,PanelBrand,Orientation,NumberOfInverters,InverterBrand,InverterSize,Postcode,InstallationDate,Shading,Tilt,Comments
0,Cottens Brévires ,35,280W,9800W,SolarWorld 280W Mono,South West,1,SolarEdge SE10K,10000W,null,15/11/17,No,20.0 Degrees,
