,Month,Generated,Efficiency,Exported,FIT Credit,Low,High,Average,Comments
0,['2023'],['10.144MWh'],['3.834kWh/kW'],['-'],"['0,00 CHF']",['0.000kWh'],['70.068kWh'],['37.570kWh'],['Partial Year (270 days)']
1,['2022'],['12.929MWh'],['3.655kWh/kW'],['-'],"['0,00 CHF']",['0.000kWh'],['71.934kWh'],['35.814kWh'],['Partial Year (361 days)']
2,['2021'],['11.825MWh'],['3.306kWh/kW'],['0.236kWh'],"['0,14 CHF']",['0.000kWh'],['73.422kWh'],['32.397kWh'],[]
3,['2020'],['12.561MWh'],['3.502kWh/kW'],['-'],"['0,00 CHF']",['0.000kWh'],['73.500kWh'],['34.318kWh'],[]
4,['2019'],['12.202MWh'],['3.411kWh/kW'],['-'],"['0,00 CHF']",['0.126kWh'],['72.717kWh'],['33.429kWh'],[]
5,['2018'],['2.493MWh'],['2.193kWh/kW'],['195.584kWh'],"['117,35 CHF']",['1.341kWh'],['55.410kWh'],['21.493kWh'],['Partial Year (116 days)']
