,Name,NumberOfPanels,PanelMaxPower,Size,PanelBrand,Orientation,NumberOfInverters,InverterBrand,InverterSize,Postcode,InstallationDate,Shading,Tilt,Comments
0,Feldstrasse 2 Cham ,108,275W,29700W,YingLi YLC275-30b,East West,2,SolarEdge 15k,15000W,null,22/09/15,No,10.0 Degrees,
