,Month,Generated,Efficiency,Exported,FIT Credit,Low,High,Average,Comments
74,['Apr 15'],['2.812MWh'],['4.806kWh/kW'],['-'],"['0,00 CHF']",['17.022kWh'],['133.635kWh'],['93.717kWh'],[]
75,['Mar 15'],['2.066MWh'],['3.417kWh/kW'],['-'],"['0,00 CHF']",['16.812kWh'],['103.909kWh'],['66.632kWh'],[]
76,['Feb 15'],['481.869kWh'],['0.883kWh/kW'],['-'],"['0,00 CHF']",['0.000kWh'],['87.029kWh'],['17.209kWh'],[]
77,['Jan 15'],['338.426kWh'],['0.560kWh/kW'],['-'],"['0,00 CHF']",['0.000kWh'],['42.325kWh'],['10.916kWh'],[]
78,['Dec 14'],['376.010kWh'],['0.622kWh/kW'],['-'],"['0,00 CHF']",['0.000kWh'],['36.205kWh'],['12.129kWh'],[]
79,['Nov 14'],['673.525kWh'],['1.151kWh/kW'],['-'],"['0,00 CHF']",['3.713kWh'],['59.021kWh'],['22.450kWh'],[]
80,['Oct 14'],['1.396MWh'],['2.310kWh/kW'],['-'],"['0,00 CHF']",['9.841kWh'],['79.081kWh'],['45.039kWh'],[]
81,['Sep 14'],['2.085MWh'],['3.564kWh/kW'],['-'],"['0,00 CHF']",['23.962kWh'],['109.427kWh'],['69.493kWh'],[]
82,['Aug 14'],['2.463MWh'],['4.074kWh/kW'],['-'],"['0,00 CHF']",['26.234kWh'],['118.840kWh'],['79.439kWh'],[]
83,['Jul 14'],['2.531MWh'],['4.187kWh/kW'],['-'],"['0,00 CHF']",['16.978kWh'],['140.717kWh'],['81.641kWh'],[]
84,['Jun 14'],['3.491MWh'],['5.967kWh/kW'],['-'],"['0,00 CHF']",['37.618kWh'],['142.215kWh'],['116.359kWh'],[]
85,['May 14'],['2.881MWh'],['4.767kWh/kW'],['-'],"['0,00 CHF']",['15.763kWh'],['141.706kWh'],['92.947kWh'],[]
86,['Apr 14'],['2.465MWh'],['4.214kWh/kW'],['-'],"['0,00 CHF']",['20.883kWh'],['131.499kWh'],['82.179kWh'],[]
87,['Mar 14'],['2.261MWh'],['3.740kWh/kW'],['-'],"['0,00 CHF']",['12.053kWh'],['109.976kWh'],['72.921kWh'],[]
88,['Feb 14'],['1.106MWh'],['2.026kWh/kW'],['-'],"['0,00 CHF']",['9.299kWh'],['75.988kWh'],['39.512kWh'],[]
89,['Jan 14'],['651.266kWh'],['1.077kWh/kW'],['-'],"['0,00 CHF']",['2.256kWh'],['54.252kWh'],['21.008kWh'],[]
