,Name,NumberOfPanels,PanelMaxPower,Size,PanelBrand,Orientation,NumberOfInverters,InverterBrand,InverterSize,Postcode,InstallationDate,Shading,Tilt,Comments
0,Hutmattenweg ,75,260W,19500W,Trinasolar,South West,1,SMA Sunny Tripower STP17000,17000W,null,18/07/13,No,15.0 Degrees,
