,country,name,sid,id
0,japan,11 Heritage 5702,62620,70478
1,japan,toyohara,77137,86973
2,japan,toshiba,45047,49476
3,japan,keino power,10318,12391
4,japan,BeeToku,19697,21840
5,japan,Modular Muji Off-Grid,95778,109647
