,Date,Generated,Efficiency,Exported,Peak Power,Peak Time,Conditions,Tempertature,Comments
112,['14/06/23'],['93.229kWh'],['6.265kWh/kW'],['-'],['11.136kW'],['12:35PM'],['Fine'],,['Updated 00:28 UTC+2:00']
113,['13/06/23'],['95.257kWh'],['6.402kWh/kW'],['-'],['11.112kW'],['1:20PM'],['Fine'],,['Updated 00:18 UTC+2:00']
114,['12/06/23'],['94.514kWh'],['6.352kWh/kW'],['-'],['11.172kW'],['1:10PM'],['Fine'],,['Updated 00:18 UTC+2:00']
115,['11/06/23'],['86.273kWh'],['5.798kWh/kW'],['-'],['11.100kW'],['12:35PM'],['Fine'],,['Updated 00:28 UTC+2:00']
116,['10/06/23'],['80.886kWh'],['5.436kWh/kW'],['-'],['10.668kW'],['2:05PM'],['Fine'],,['Updated 00:18 UTC+2:00']
117,['09/06/23'],['91.423kWh'],['6.144kWh/kW'],['-'],['10.668kW'],['1:05PM'],['Fine'],,['Updated 00:18 UTC+2:00']
118,['08/06/23'],['72.868kWh'],['4.897kWh/kW'],['-'],['11.100kW'],['3:20PM'],['Partly Cloudy'],,['Updated 00:21 UTC+2:00']
119,['07/06/23'],['89.739kWh'],['6.031kWh/kW'],['-'],['10.620kW'],['12:55PM'],['Fine'],,['Updated 00:26 UTC+2:00']
120,['06/06/23'],['86.094kWh'],['5.786kWh/kW'],['-'],['11.472kW'],['2:05PM'],['Fine'],,['Updated 00:17 UTC+2:00']
121,['05/06/23'],['79.027kWh'],['5.311kWh/kW'],['-'],['11.196kW'],['1:50PM'],['Fine'],,['Updated 00:20 UTC+2:00']
122,['04/06/23'],['84.656kWh'],['5.689kWh/kW'],['-'],['10.788kW'],['1:10PM'],['Fine'],,['Updated 00:20 UTC+2:00']
123,['03/06/23'],['92.338kWh'],['6.206kWh/kW'],['-'],['10.740kW'],['1:35PM'],['Fine'],,['Updated 00:21 UTC+2:00']
124,['02/06/23'],['91.581kWh'],['6.155kWh/kW'],['-'],['10.704kW'],['1:35PM'],['Fine'],,['Updated 00:26 UTC+2:00']
125,['01/06/23'],['86.339kWh'],['5.802kWh/kW'],['-'],['10.656kW'],['1:20PM'],['Fine'],,['Updated 00:27 UTC+2:00']
126,['31/05/23'],['92.078kWh'],['6.188kWh/kW'],['-'],['11.004kW'],['1:10PM'],['Fine'],,['Updated 00:15 UTC+2:00']
127,['30/05/23'],['88.877kWh'],['5.973kWh/kW'],['-'],['11.088kW'],['1:20PM'],['Fine'],,['Updated 00:19 UTC+2:00']
128,['29/05/23'],['92.957kWh'],['6.247kWh/kW'],['-'],['11.004kW'],['1:05PM'],['Fine'],,['Updated 00:19 UTC+2:00']
129,['28/05/23'],['90.097kWh'],['6.055kWh/kW'],['-'],['10.644kW'],['1:25PM'],['Fine'],,['Updated 00:23 UTC+2:00']
130,['27/05/23'],['91.830kWh'],['6.171kWh/kW'],['-'],['11.040kW'],['1:20PM'],['Fine'],,['Updated 00:17 UTC+2:00']
131,['26/05/23'],['85.686kWh'],['5.758kWh/kW'],['-'],['12.000kW'],['12:50PM'],['Fine'],,['Updated 00:19 UTC+2:00']
132,['25/05/23'],['59.423kWh'],['3.993kWh/kW'],['-'],['10.020kW'],['3:35PM'],['Mostly Cloudy'],,['Updated 00:19 UTC+2:00']
133,['24/05/23'],['16.741kWh'],['1.125kWh/kW'],['-'],['2.856kW'],['3:25PM'],['Cloudy'],,['Updated 00:22 UTC+2:00']
134,['23/05/23'],['69.402kWh'],['4.664kWh/kW'],['-'],['10.824kW'],['12:20PM'],['Partly Cloudy'],,['Updated 00:30 UTC+2:00']
135,['22/05/23'],['76.470kWh'],['5.139kWh/kW'],['-'],['10.956kW'],['12:55PM'],['Fine'],,['Updated 00:19 UTC+2:00']
136,['21/05/23'],['79.707kWh'],['5.357kWh/kW'],['-'],['11.076kW'],['12:50PM'],['Fine'],,['Updated 00:21 UTC+2:00']
137,['20/05/23'],['28.488kWh'],['1.915kWh/kW'],['-'],['7.140kW'],['3:20PM'],['Cloudy'],,['Updated 00:18 UTC+2:00']
138,['19/05/23'],['50.575kWh'],['3.399kWh/kW'],['-'],['8.520kW'],['11:05AM'],['Mostly Cloudy'],,['Updated 00:18 UTC+2:00']
139,['18/05/23'],['37.053kWh'],['2.490kWh/kW'],['-'],['6.504kW'],['9:35AM'],['Cloudy'],,['Updated 00:18 UTC+2:00']
140,['17/05/23'],['51.533kWh'],['3.463kWh/kW'],['-'],['10.152kW'],['11:40AM'],['Mostly Cloudy'],,['Updated 00:21 UTC+2:00']
141,['16/05/23'],['8.704kWh'],['0.585kWh/kW'],['-'],['2.544kW'],['1:05PM'],['Showers'],,['Updated 00:21 UTC+2:00']
142,['15/05/23'],['46.715kWh'],['3.139kWh/kW'],['-'],['10.188kW'],['11:35AM'],['Mostly Cloudy'],,['Updated 00:25 UTC+2:00']
143,['14/05/23'],['42.201kWh'],['2.836kWh/kW'],['-'],['8.880kW'],['12:25PM'],['Mostly Cloudy'],,['Updated 00:28 UTC+2:00']
144,['13/05/23'],['20.304kWh'],['1.365kWh/kW'],['-'],['5.844kW'],['2:50PM'],['Cloudy'],,['Updated 00:29 UTC+2:00']
145,['12/05/23'],['52.345kWh'],['3.518kWh/kW'],['-'],['10.284kW'],['3:20PM'],['Mostly Cloudy'],,['Updated 00:15 UTC+2:00']
146,['11/05/23'],['43.266kWh'],['2.908kWh/kW'],['-'],['10.680kW'],['2:05PM'],['Mostly Cloudy'],,['Updated 00:18 UTC+2:00']
147,['10/05/23'],['53.438kWh'],['3.591kWh/kW'],['-'],['11.004kW'],['2:40PM'],['Mostly Cloudy'],,['Updated 00:27 UTC+2:00']
148,['09/05/23'],['44.875kWh'],['3.016kWh/kW'],['-'],['8.124kW'],['1:55PM'],['Mostly Cloudy'],,['Updated 00:29 UTC+2:00']
149,['08/05/23'],['29.358kWh'],['1.973kWh/kW'],['-'],['8.304kW'],['12:05PM'],['Cloudy'],,['Updated 00:18 UTC+2:00']
