,Month,Generated,Efficiency,Exported,FIT Credit,Low,High,Average,Comments
0,['2023'],['12.491MWh'],['3.030kWh/kW'],['-'],"['0,00 CHF']",['0.000kWh'],['95.257kWh'],['45.092kWh'],['Partial Year (277 days)']
1,['2022'],['15.328MWh'],['2.822kWh/kW'],['-'],"['0,00 CHF']",['0.000kWh'],['99.106kWh'],['41.993kWh'],[]
2,['2021'],['13.768MWh'],['2.535kWh/kW'],['-'],"['0,00 CHF']",['0.000kWh'],['104.312kWh'],['37.720kWh'],[]
3,['2020'],['15.282MWh'],['2.806kWh/kW'],['-'],"['0,00 CHF']",['0.000kWh'],['104.496kWh'],['41.753kWh'],[]
4,['2019'],['9.925MWh'],['3.018kWh/kW'],['-'],"['0,00 CHF']",['1.999kWh'],['104.584kWh'],['44.907kWh'],['Partial Year (221 days)']
